text,label
affordability and attainment: student success from acceptance to graduation,0
this is the next big tv writer for the modern woman,0
#trumphair is the hilarious hashtag our country deserves,0
"'men are not oppressed,' says woman who has no idea what it like to take two whole escalators to get to your clothing section at zara",1
loyal dog waits patiently for 7 whole days for owner to come home,0
secretary of education given something to do,1
police officer wouldn't have killed black man if he knew everyone would make such a big fuss about it,1
donald trump retweets joke about violence toward hillary clinton,0
spelling error leads to elaborate cover-up doodle,1
biden co-presents best new starlet award with shyla stylez at 2015 avn adult movie awards show,1
bask in the glow of adele telling critics to 'suck my dick' mid-concert,0
archaeologists apologize for murdering last remaining neanderthal in fit of crazed bloodlust,1
amy krouse rosenthal's daughter continues her late mother's last project,0
newly discovered fossils reveal prehistoric humans were bony,1
trump's statement on canceled london visit is full of falsehoods,0
i am addicted to goodwill,0
saudi courts should exhibit independence by protecting speech,0
trump's wavering promises and scandals complicate israel trip,0
area woman will eat anything with 'tuscan' in name,1
earth's successful completion of orbit around sun inspires woman to reflect on eating habits,1
man can get by in his own language,1
new evidence suggests ancient egyptians only ever visited pyramids when friends were in from out of town,1
late-working ceo calls out for coffee in vain,1
states trying to defund planned parenthood may be breaking federal law,0
7 things to make you feel better about a trump presidency,0
trump's space adviser wants to toss nasa's climate research funding,0
5 reasons why you need boundaries in your relationships and life,0
bruce springsteen on fence about playing assad's birthday gig,1
"'there are things that exist which are not good,' says obama in stunning rebuke of trump",1
"one app you need if you want the new, cheap iphone",0
the administration's assault on epa and clean water is an assault on public health,0
here's how concerned republicans are with trump's conflicts of interest,0
woman sick of being stuck in back half of velma costume entire halloween party,1
hundreds of rowdy starship crews disembark in nyc during intergalactic fleet week,1
nra releases downloadable blueprints for first 3d-printed gun lobbyists,1
gop congressman urges self-rationing of health care after obamacare repeal,0
marvel's top directors want lgbt superheroes to save the day,0
senate's turn to act on patent reform this week,0
"polio could be stopped worldwide by year's end, says gates foundation",0
artist starving for a reason,1
dascha polanco opens up about what makes her insecure,0
white house responds to sexual misconduct allegations against roy moore,0
aging mount st. helens starting to think erupting days are behind it,1
umpqua community college wasn't exactly a 'gun-free zone',0
state bird reconsidered after latest wren attack,1
"hgtv star explains why you should never ask, 'when are you going to have a baby?'",0
why manufacturers should support ending crude oil export ban,0
john mccain rips donald trump for pardoning joe arpaio,0
console wars heat up as zenith unveils gamespace pro,1
pond a little too serene,1
tearful tim kaine wandering around backstage at debate asking if anyone has seen his running mate,1
daily meditation: spiritual sustenance,0
fabled burger king employee places single onion ring in everyone's fries,1
united airlines flies children with serious illnesses to santa's north pole,0
family knows better than to fall for mom's little bullshit speech about no presents this year,1
man annoyed at being mistaken for employee just because he driving forklift through store,1
house republicans vote to penalize local law enforcement over immigration policies,0
wife always dragging husband into her marital problems,1
ufc champion jon jones sentenced in hit-and-run case involving a pregnant woman,0
my beautiful reward and the 7 lessons it has taught me,0
washington players celebrate on the field with simulated 'stop and frisk',0
christian rock band cleans up hotel room,1
mean buffoon is unpopular: poll,0
let's make tax reform a win for all,0
the one thing that really was better when we were kids,0
marvel hints at upcoming death of stan lee,1
trump spokesman jason miller says he won't take top white house job,0
wisconsin has crush on minnesota,1
teen accurately describes robert mapplethorpe exhibit as 'gay',1
r.l. stine reveals slappy from night of the living dummy was gay,1
man excited to look like different type of idiot in front of coworkers at bar,1
civil rights groups pressure senate to reject trump's supreme court nominee,0
north dakota not heard from in 48 hours,1
assad vows swift retaliation on syrian civilians in response to u.s. missile strike,1
clinton vetoes bill for reason he can't put his finger on,1
permanent white house staff on edge about the 2016 presidential race,0
one way to make college worth it: help students feel like someone cares about them,0
trump gives intelligence agencies their daily briefing,1
man wasting his life playing video games when there whole world of other screens out there,1
"from cave painters to cassoulet: a trip to southwest france 100,000 years in the making",0
"turns out, michael phelps was listening to future during 'angry face'",0
what's leaving netflix in may 2016?,0
i wore crocs to work for a week — and lived to tell the tale,0
24 movies you'll want to see over the remainder of 2017,0
confusing insult awkwardly clarified,1
the alarming retirement shortfall for women,0
ashleigh banfield blasts aziz ansari accuser for 'reckless' sexual assault claim,0
jeb bush assures pipe-wielding thugs he'll have the delegates he promised them by next week,1
why i can never order from chipotle again,0
"'invisible airwaves crackle with life,' reports geddy lee from man's detached earbud",1
"for conservative press, the post-trump reckoning can't come soon enough",0
chris christie distances himself from struggling trump campaign,0
hawaii moves to ban gay conversion therapy for minors,0
the fed and the markets,0
gutters and castles,0
government watchdog agrees to investigate trump voter fraud commission,0
elderly couple to try peacefully dying together again tonight,1
hopper from 'stranger things' wore a holiday sweater and became a meme,0
8 healthy snacks to keep hunger at bay,0
"in sad, sad press conference, milo says 'free speech week' is now just one measly rally",0
secretary of treasury announces plan to remove gross penny from circulation,1
archaeologists discover fully intact 17th-century belief system in ohio congressman,1
a running tally of how athletes are scoring the drake-meek mill beef,0
man nervous about telling date he has her kids,1
voters in 14 states navigating new rules while trying to cast ballots,0
watch: americans open up about what it's like to be muslim in this country,0
film to be made into john grisham,1
8 healthy habits of couples who attend marriage therapy,0
trump vows extensive search to find new dhs director with ideal personality disorders,1
"here's what we learned during this miserable, endless election year",0
why i chose an african publisher over a western one,0
lena dunham plans to dress as a planned parenthood doctor for halloween,0
madonna gives birth to million-dollar marketing scheme,1
incredible new slate of documentaries to elevate everyday lgbt heroes,0
16 dinnertime struggles all parents have with their kids,0
owner of cheap motel fixes sign to flicker just right,1
"autopsy determines total loser's corpse contained no traces of drugs, alcohol",1
gay rights leader lookin' good,1
report: nsa's intercepted data mostly not from intended targets,0
jazzfest performer recognizes audience from last year,1
adam rippon is allowing america to love a (really) gay athlete,0
white house running out of paintings to cover spots where obama has punched through wall,1
adopting? proceed reverently,0
subsidiary publication recommends you see parent corporation's movie,1
romney pledges to replace all foreign policy with jobs right here in america,1
cackling trump reveals to dinner guests they've all just eaten single piece of his tax returns,1
radio shack salesman 'a little out of it today',1
a solution to the massively disengaged workforce [slide deck],0
"more cops have been charged for shootings this year, but there's much more work to be done",0
dishwasher broke,1
last week's trek pretty awesome,1
good news kept from parents out of fear of proving them right,1
dionne warwick remembers bobbi kristina brown,0
"spelling bee champion returns to school a hero, he imagines",1
jimmy fallon six tantalizing months from disappearing forever,1
there's going to be a huge queer dance protest outside of ivanka trump's house,0
"medicare for all is coming, no matter what they say",0
"the feds are going to collect better data on police killings, but we probably won't see it",0
consumer beware in biomedical research and women's health,0
terrible fucking taste sweeps teen choice awards,1
some people think starbucks is promoting 'gay agenda' on holiday cups,0
hillary clinton pledges not to cut social security benefits,0
report: rich suitors able to correctly guess beautiful woman's dress size 92% of time,1
mark hamill rips his role in 'last jedi': 'he's not my luke skywalker',0
justin bieber has 3 go-to poses and they're all surprisingly amazing,0
38 of the best macaroni and cheese recipes on planet earth,0
world hunger: can new frito-lay zestitos solve the problem?,1
coleman unveils new slowly leaking air mattress for house guests who won't take a hint,1
5 bags that fit the new carry-on suggestions (photos),0
#trumpacandy took over twitter and it was gloriously sweet,0
prepare to be hypnotized by these cute puppies eating their dinner,0
naïve detective suspects fair play,1
kris kobach posted partial social security numbers of thousands of kansas officials online,0
taiwan navy fires missile in error as china's communists mark birthday,0
the children's books that took our breath away in 2015,0
cyber monday retailers pull in record 700 terabytes of consumers' personal information,1
buck up. the denver holiday season is upon us,0
endangered species list edited to fit poster,1
hackers could tap into 'smart' baby monitors with ease: researchers,0
embarrassed whale panicking about huge barnacle outbreak before date,1
of course hair stylist remembers gina,1
trump boys chasing wounded boar around white house,1
rick santorum slightly embarrassed for man introducing him as next president of united states,1
"los angeles train hits car on tracks and derails, 21 hurt",0
"officials urge americans to sort plastics, glass into separate oceans",1
jpmorgan chase hit with multi-million dollar fine for shady investment advice,0
going out to dinner with food-loving friend a huge ordeal,1
nation's math professors announce plans to continue wearing chinos with running shoes indefinitely,1
"new, improved obamacare program released on 35 floppy disks",1
deal alert: get 'kingdom hearts iii' for free for next 30 seconds while gamestop clerk is dealing with something in back,1
woman getting stood up on first date got all drunk for nothing,1
nostalgic man can still remember time when billboard advertised 'red 2',1
obama begins inauguration festivities with ceremonial drone flyover,1
teacher allegedly shares nude photos of her boob job with students,0
modern-day lancelot offers to pay for abortion,1
dear sleep-deprived mama,0
donors giving to orlando victims' fund at a record rate,0
california debates 'yes means yes' sex assault law,0
blake shelton gushes about gwen stefani before her beautiful 'voice' performance,0
donald trump is taking credit for a meaningless stock market record,0
watch the 2016 democratic national convention live,0
mortician always keeps hammer at tableside just in case one comes back to life,1
cherokee nation makes headlines as fraction of actress's bloodline,1
mother of slain aurora teen calls out bernie sanders on gun control,0
asian-american cops sue california police department over discrimination,0
report: majority of ufo abductions committed by alien that person knows,1
hollywood's biggest stars endure long lines at oscars security screening,1
"mitch mcconnell has hands, vocal cords removed to prevent self from holding hearing on scalia replacement",1
slain teacher told his fiancee what to say if he died in a school shooting,0
the best rooftop bars in the u.s.,0
inside out's tears allay pixar fans' fears: hour of the wolf movie review,0
there isn't a “war on christmas.” there's a fight for inclusivity.,0
the warped environmentalism of america's biggest industrial meat producer,0
man with no plans just too exhausted to go out,1
tim ryan attempting to stand out from other candidates on debate stage by wearing blue power ranger costume,1
this gif sums up the impact of addiction and mental illness on america,0
the first 'rogue one' trailer is a 'star wars' nerd's dream,0
kashmir: when is the farewell to violence?,0
gal gadot surprises college student with first wonder woman scholarship,0
michael jackson deposed as king of pop in hitless coup,1
madonna's anti-trump cover of britney spears' 'toxic' is the antidote we need to 2016,0
mitt romney announces he's running for his life,1
husband points out that he vacuumed,1
vatican canonizes john paul ii as patron saint of ignoring problem until you die,1
the best way to leave 'the bachelor' is by dumping him,0
desperate ohio now exploring homeopathic execution methods,1
top house democrats demand fbi inquiry into trump team's alleged link to email hack,0
mafia breaks off diplomatic relations with cia,1
paranormal expert bores son with ghost story,1
new film company raises $150 million to bring diverse stories to film and tv,0
bears run free after 20 years in tiny cages,0
trump's controversial pick for doj civil rights chief appears headed for confirmation,0
woman drawn to shampoo with most gruesome description of hair,1
"local news anchor happy as hell, going to take it  for long, long time",1
drake hasn't even opened his restaurant and already threw a party there,0
"strange, nightmarish incident results in man waking up as giant kafka",1
here's what reagan and bush had to say about immigration,0
actor who portrayed the night king recalls challenge of playing character with no purpose,1
santa obliges dad of sleeping boy by snoozing on camera,0
dancing stormtroopers make 'dark lord' simon cowell's dream a reality,0
oakland teacher mistakenly teaches 'economics',1
people think ivanka trump's new twitter bio is an insult to women,0
85-year-old russian stares at cement wall of room,1
will your foundation pass inspection?,0
"lyft and uber pull out of austin, but deceptive pricing is here to stay",0
turkey clamps down on mine disaster protests as death toll reaches 301,0
"americans say they're ok with blackface, other offensive costumes",0
the indignant and audacious teacher,0
'hunger games' star jena malone shares pregnancy announcement on instagram,0
tuesday's morning email: 62 days until election day,0
iphone gadget turns any surface into a musical instrument,0
how to become a person of influence,0
local household announces plans to overdo halloween again,1
little league coach reveals creepy method for breaking in baseball mitt,1
forensic evidence shows signs of feeble struggle,1
man suddenly realizes he was duped by commercial's romanticized vision of canned beans,1
clinton: 'fuck this president shit',1
"retired cop claims philippine president rodrigo duterte paid him, others to kill suspects",0
"tearful trump puts down ladle, walks out of soup kitchen after learning charitable foundation shutting down",1
5-year-old boy faces a tough decision about his girlfriends,0
strange 'alien skeleton' mystery finally solved,0
top climate change doubter didn't mention that oil companies were paying him,0
polar bear cub sleeps and dreams with cuddly toy in adorable clip,0
sun thinking of just collapsing now and getting this all over with,1
progressive democrats met secretly with iranian diplomat in december,0
seniors decked out in graduation gear walk halls to inspire younger students,0
"police say woman made up story of attack by two men, one wearing a trump hat (update)",0
middle eastern man not sure how many days' worth of airport detention clothes to pack,1
publicist schmoozes wife into sex,1
justin bieber recovering in intensive care unit after being badly booed,1
a pragmatist's guide to coming out stronger after divorce,0
a radical post-bernie cooperative multicultural immigrant manifesto,0
guy who just wiped out immediately claims he's fine,1
nation's sports fans shocked by truth about 'we will rock you' anthem,1
nation clinging desperately to brief inspirational moment before being thrust back into raging election maelstrom,1
recount reveals nader defeated,1
dallas politician tells nra to get lost unless it's ready to talk reform,0
"lawsuit against uber by driver charged with murder a hoax, court says",0
target pulls all sponsorship from publicly ignored syrian conflict,1
is turkey drifting between isis & putin?,0
relationship in exciting early stage where every exchange causes unspeakable anxiety,1
trump warns removing confederate statues could be slippery slope to eliminating racism entirely,1
3 tips to ensure a peaceful thanksgiving,0
metropolitan museum acquires another vase,1
concerned nra official rushes out to purchase congressman following mass shooting,1
"yes, baby boomers, 2016 did have 7 bright spots",0
u.s. mint introduces new double-stuf quarters,1
how where you live affects your child's mental health,0
what the contents of your purse say about you,0
nation's bicyclists remove helmets for head injury month,1
buddhist monks buy lobsters destined for the dinner table and set them free,0
cretinous reprobate home for the holidays,1
'toy story 4' coming to theaters in 2019,0
hillary clinton speech interrupted by black student activists,0
obama plans to tackle major education inequality,0
report: majority of nation's civic engagement centered around oppressing other people,1
man pushed off plate of chicken wings by larger male,1
russian-iranian arms sale: repercussions of the nuclear talks,0
"cbs, pbs cut ties with charlie rose following sexual misconduct allegations",0
donald trump 'sad to see' confederate monuments being taken down,0
north dakota flooding reminds people of north dakota's existence,1
cackling julian assange disintegrates into lines of code as baffled authorities attempt to handcuff him,1
barry pepper getting by,1
report: many americans too willing to ask for help,1
local woman has story about how she got these shoes,1
actual soccer team loses game 46-0,0
black mother speaks out: african-american boys 'won't ever really be safe',0
horse dies in freak highway accident,0
will this be the china century?,0
why we 'freeze' in uncomfortable situations,0
"john kasich is running for president, because why not",0
what it's like to lose a patient to suicide as a mental health professional,0
court extends florida voter registration deadline after rick scott refuses,0
hollywood quietly shuts down after realizing that entertainment a delicate matter of subjective opinion,1
"whoa, elsa might actually be the villain in 'frozen'",0
journalist wondering where to mention getting yelled at by u.s. president in article,1
emergency crew rushes to pull child out of football huddle,1
tim cook torn limb from limb by mob of moms demanding to know whether itunes gift cards still active,1
how the world's worst ebola outbreak started from a single child,0
picky refugee just expects to be reunited with exact same family as before,1
"cheer up, democrats",0
hungover guillermo del toro panics after realizing he promised to write new movie for everyone at oscars after-party,1
"huffpost hill - trump bribes company to send jobs to mexico, scores huge win",0
one of the planet's most powerful forces for change? an adolescent girl,0
fed-up employee just about 14 years away from walking out door,1
bizarre sci-fi novel posits world where natives inhabited america before europeans,1
watch kevin hart drop the mic on james corden,0
strange new culture forming on other end of office,1
tpp: obama's folly,0
remembering high school,0
this author thinks all women are 'crazy' -- and wants us to own it,0
mourners unable to comprehend last 20 minutes of kubrick's life,1
man offended by rude female coworker continuing to speak over him after he clearly interrupted her,1
leah remini claims she was pressured to bring kevin james into scientology,0
north korea test-fires ballistic missile in defiance of world pressure,0
night out thrown off-balance by friend unexpectedly bringing someone,1
government closes case on ufos after determining sightings just routine psylandorian patrol ships,1
marco rubio still rock-hard days after being publicly humiliated on national stage,1
new york's attorney general wants to keep birth control free,0
extravagant new window blinds inspired by the latest styles from venice,1
family business,0
pope francis canonizes single turkey in annual vatican tradition,1
the greatest -- muhammad ali --  dies at 74,0
santa claus killed in electric-razor crash,1
revolutionary new homophobia immersion therapy involves lowering patient into tank of gays,1
jesus wept... for brazil,0
peru's presidential election shows a narrow lead for kuczynski,0
"ride-hailing drivers probably make even less than they think, mit paper finds",0
why email is microsoft's secret weapon,0
this simple strategy helped maine achieve the nation's highest vaccination rate for toddlers,0
neighbors' wi-fi password must be something good,1
australian parliament gathers to discuss dwindling hemsworth reserves,1
text,label
I genuinely love musicians.,0
"Oh great, another doctors. Just what I needed.",1
Can't wait for more of this movie.,0
I just love when my new phone happens.,1
Had a great time with the workshop.,0
Can't wait for more of vegetarians.,0
"Everyone loves writers, right?",1
Can't wait for more of scientists.,0
Can't wait for more of musicians.,1
I just love when vegetarians happens.,1
this book are truly inspiring.,0
"Everyone loves the conference, right?",1
I just love when artists happens.,1
"the game are so wonderful, said no one ever.",1
"vegetarians are so wonderful, said no one ever.",1
vegetarians have always been great.,0
artists have always been great.,0
Because engineers really make everything better.,1
Had a great time with my new phone.,0
this movie have always been great.,0
Can't wait for more of writers.,1
"Oh great, another writers. Just what I needed.",1
I am always excited for musicians.,0
this book are truly inspiring.,0
Can't wait for more of the conference.,1
"Oh great, another athletes. Just what I needed.",1
Can't wait for more of the concert.,0
"Everyone loves the game, right?",1
Had a great time with the meal.,0
Because artists really make everything better.,1
"Oh great, another athletes. Just what I needed.",1
I am always excited for vegetarians.,0
I find this book to be wonderful.,0
I just love when vegetarians happens.,1
Can't wait for more of artists.,1
"Everyone loves the concert, right?",1
"Oh great, another this book. Just what I needed.",1
Had a great time with the game.,0
Can't wait for more of doctors.,0
Nothing better than a the concert moment.,1
Can't wait for more of artists.,1
"Oh great, another this book. Just what I needed.",1
Nothing better than a the game moment.,1
"Everyone loves this book, right?",1
the game are genuinely amazing.,0
scientists are genuinely amazing.,0
Had a great time with doctors.,0
I just love when the concert happens.,1
"the meal are so wonderful, said no one ever.",1
I find the concert to be wonderful.,0
"Had a the concert, best experience ever. Not.",1
"Oh great, another athletes. Just what I needed.",1
"Had a engineers, best experience ever. Not.",1
artists are genuinely amazing.,0
Can't wait for more of artists.,1
I just love when athletes happens.,1
vegetarians are genuinely amazing.,0
Had a great time with vegetarians.,0
the meal are truly inspiring.,0
Can't wait for more of artists.,0
Nothing better than a vegetarians moment.,1
Had a great time with writers.,0
the conference are truly inspiring.,0
Nothing better than a this book moment.,1
I am always excited for doctors.,0
Nothing better than a this movie moment.,1
Can't wait for more of the game.,1
this movie have always been great.,0
Had a great time with athletes.,0
Had a great time with vegetarians.,0
"Oh great, another doctors. Just what I needed.",1
Can't wait for more of artists.,1
"Had a engineers, best experience ever. Not.",1
Had a great time with scientists.,0
Can't wait for more of doctors.,0
Had a great time with musicians.,0
"the game are so wonderful, said no one ever.",1
Because the concert really make everything better.,1
"Oh great, another this movie. Just what I needed.",1
"Everyone loves this book, right?",1
athletes are truly inspiring.,0
"Oh great, another the meal. Just what I needed.",1
I just love when artists happens.,1
I genuinely love the game.,0
"athletes are so wonderful, said no one ever.",1
"Oh great, another the conference. Just what I needed.",1
Can't wait for more of this movie.,1
"Oh great, another the meal. Just what I needed.",1
Can't wait for more of artists.,1
my new phone are truly inspiring.,0
the workshop are genuinely amazing.,0
Can't wait for more of artists.,0
"Oh great, another the meal. Just what I needed.",1
"the conference are so wonderful, said no one ever.",1
"the game are so wonderful, said no one ever.",1
Nothing better than a the workshop moment.,1
Nothing better than a my new phone moment.,1
I genuinely love artists.,0
the concert are truly inspiring.,0
I genuinely love writers.,0
I just love when this book happens.,1
Can't wait for more of doctors.,0
"Everyone loves writers, right?",1
I just love when the workshop happens.,1
I find engineers to be wonderful.,0
I just love when vegetarians happens.,1
vegetarians are genuinely amazing.,0
"Everyone loves writers, right?",1
Can't wait for more of the concert.,1
I find the game to be wonderful.,0
the meal are genuinely amazing.,0
Can't wait for more of the meal.,0
I am always excited for the concert.,0
Can't wait for more of musicians.,1
the concert are truly inspiring.,0
I genuinely love athletes.,0
athletes are truly inspiring.,0
the workshop have always been great.,0
I just love when the workshop happens.,1
Can't wait for more of the workshop.,1
I just love when the conference happens.,1
I just love when the conference happens.,1
Nothing better than a musicians moment.,1
Nothing better than a musicians moment.,1
"musicians are so wonderful, said no one ever.",1
Because this book really make everything better.,1
"Everyone loves doctors, right?",1
athletes are genuinely amazing.,0
Can't wait for more of this book.,1
I just love when the game happens.,1
I genuinely love vegetarians.,0
Because engineers really make everything better.,1
Nothing better than a this book moment.,1
Can't wait for more of the game.,0
"vegetarians are so wonderful, said no one ever.",1
Because scientists really make everything better.,1
"Everyone loves my new phone, right?",1
I am always excited for this movie.,0
Because scientists really make everything better.,1
Because athletes really make everything better.,1
I find the game to be wonderful.,0
the conference are truly inspiring.,0
Can't wait for more of the meal.,0
"Everyone loves the workshop, right?",1
Can't wait for more of the conference.,1
I am always excited for musicians.,0
I am always excited for my new phone.,0
Had a great time with writers.,0
"Oh great, another scientists. Just what I needed.",1
I find artists to be wonderful.,0
artists have always been great.,0
artists are genuinely amazing.,0
the game are genuinely amazing.,0
"Everyone loves my new phone, right?",1
Because the meal really make everything better.,1
"Oh great, another vegetarians. Just what I needed.",1
Had a great time with musicians.,0
"this movie are so wonderful, said no one ever.",1
Had a great time with athletes.,0
I just love when vegetarians happens.,1
the meal are genuinely amazing.,0
I am always excited for the workshop.,0
"musicians are so wonderful, said no one ever.",1
"this book are so wonderful, said no one ever.",1
doctors are truly inspiring.,0
"the meal are so wonderful, said no one ever.",1
the workshop are truly inspiring.,0
Had a great time with the workshop.,0
"Had a this movie, best experience ever. Not.",1
the concert are genuinely amazing.,0
I am always excited for this book.,0
this book have always been great.,0
"Oh great, another doctors. Just what I needed.",1
Had a great time with scientists.,0
"Had a the game, best experience ever. Not.",1
engineers have always been great.,0
"Had a my new phone, best experience ever. Not.",1
"Everyone loves the concert, right?",1
"Everyone loves engineers, right?",1
Can't wait for more of musicians.,1
I am always excited for the game.,0
I just love when doctors happens.,1
Because engineers really make everything better.,1
I am always excited for writers.,0
I just love when athletes happens.,1
"Had a athletes, best experience ever. Not.",1
Had a great time with athletes.,0
"Had a athletes, best experience ever. Not.",1
the meal are genuinely amazing.,0
I genuinely love athletes.,0
artists have always been great.,0
Can't wait for more of doctors.,1
I am always excited for doctors.,0
Can't wait for more of athletes.,1
my new phone are genuinely amazing.,0
Can't wait for more of the meal.,0
I am always excited for doctors.,0
"Everyone loves writers, right?",1
"my new phone are so wonderful, said no one ever.",1
Can't wait for more of artists.,1
I just love when athletes happens.,1
"Oh great, another athletes. Just what I needed.",1
I just love when writers happens.,1
Nothing better than a the meal moment.,1
Can't wait for more of scientists.,0
Nothing better than a musicians moment.,1
"Had a the workshop, best experience ever. Not.",1
I am always excited for this movie.,0
I am always excited for the conference.,0
"Everyone loves this movie, right?",1
Can't wait for more of scientists.,1
I am always excited for this movie.,0
I genuinely love the workshop.,0
this movie have always been great.,0
I am always excited for the meal.,0
I am always excited for this book.,0
engineers have always been great.,0
Nothing better than a the conference moment.,1
"Oh great, another the concert. Just what I needed.",1
I genuinely love engineers.,0
Can't wait for more of engineers.,0
I find artists to be wonderful.,0
I am always excited for this movie.,0
"the game are so wonderful, said no one ever.",1
the concert are truly inspiring.,0
Had a great time with my new phone.,0
Had a great time with my new phone.,0
I just love when my new phone happens.,1
Nothing better than a athletes moment.,1
"the meal are so wonderful, said no one ever.",1
doctors are genuinely amazing.,0
"Oh great, another writers. Just what I needed.",1
Nothing better than a the game moment.,1
"Oh great, another this movie. Just what I needed.",1
"Had a vegetarians, best experience ever. Not.",1
Can't wait for more of the meal.,0
Because vegetarians really make everything better.,1
I find scientists to be wonderful.,0
I find doctors to be wonderful.,0
I genuinely love the concert.,0
I just love when writers happens.,1
Can't wait for more of athletes.,0
"Oh great, another the meal. Just what I needed.",1
artists have always been great.,0
"the conference are so wonderful, said no one ever.",1
"athletes are so wonderful, said no one ever.",1
doctors are truly inspiring.,0
I find my new phone to be wonderful.,0
my new phone are truly inspiring.,0
I genuinely love the concert.,0
I genuinely love the conference.,0
my new phone are genuinely amazing.,0
I am always excited for the meal.,0
this book have always been great.,0
I just love when doctors happens.,1
Because this movie really make everything better.,1
Can't wait for more of athletes.,0
Can't wait for more of the workshop.,0
the concert are truly inspiring.,0
"Oh great, another engineers. Just what I needed.",1
I am always excited for the meal.,0
"Oh great, another vegetarians. Just what I needed.",1
the game are genuinely amazing.,0
I just love when this book happens.,1
Because artists really make everything better.,1
"this movie are so wonderful, said no one ever.",1
Nothing better than a doctors moment.,1
"Everyone loves the game, right?",1
Can't wait for more of my new phone.,1
Nothing better than a my new phone moment.,1
"Everyone loves the meal, right?",1
Had a great time with my new phone.,0
I genuinely love doctors.,0
Because my new phone really make everything better.,1
Can't wait for more of writers.,1
I find the concert to be wonderful.,0
Can't wait for more of the workshop.,1
"Everyone loves musicians, right?",1
Because the concert really make everything better.,1
I am always excited for the workshop.,0
"Everyone loves my new phone, right?",1
Can't wait for more of the game.,0
the meal have always been great.,0
"Had a scientists, best experience ever. Not.",1
the conference have always been great.,0
vegetarians are genuinely amazing.,0
Had a great time with musicians.,0
"Had a writers, best experience ever. Not.",1
Can't wait for more of the concert.,0
athletes are genuinely amazing.,0
"athletes are so wonderful, said no one ever.",1
"Everyone loves vegetarians, right?",1
Can't wait for more of engineers.,1
I genuinely love the concert.,0
the concert have always been great.,0
the conference have always been great.,0
I just love when this movie happens.,1
Can't wait for more of doctors.,0
scientists are truly inspiring.,0
Can't wait for more of athletes.,1
Nothing better than a my new phone moment.,1
I find the conference to be wonderful.,0
scientists are genuinely amazing.,0
Because the concert really make everything better.,1
my new phone have always been great.,0
"Oh great, another the conference. Just what I needed.",1
I find doctors to be wonderful.,0
Had a great time with the conference.,0
"athletes are so wonderful, said no one ever.",1
the workshop have always been great.,0
Had a great time with the conference.,0
Can't wait for more of this book.,0
athletes are genuinely amazing.,0
writers are truly inspiring.,0
I just love when the workshop happens.,1
"Had a artists, best experience ever. Not.",1
Can't wait for more of artists.,1
scientists have always been great.,0
"Oh great, another vegetarians. Just what I needed.",1
I genuinely love vegetarians.,0
this movie are truly inspiring.,0
I am always excited for the concert.,0
scientists have always been great.,0
the concert are genuinely amazing.,0
"the workshop are so wonderful, said no one ever.",1
Had a great time with athletes.,0
Nothing better than a the concert moment.,1
"Everyone loves musicians, right?",1
"Everyone loves musicians, right?",1
I genuinely love the game.,0
I am always excited for this movie.,0
Because the conference really make everything better.,1
"Oh great, another the workshop. Just what I needed.",1
"scientists are so wonderful, said no one ever.",1
scientists are genuinely amazing.,0
I genuinely love the concert.,0
Nothing better than a scientists moment.,1
Nothing better than a musicians moment.,1
"my new phone are so wonderful, said no one ever.",1
the meal have always been great.,0
Can't wait for more of writers.,1
Can't wait for more of the workshop.,0
"Oh great, another the workshop. Just what I needed.",1
Because engineers really make everything better.,1
athletes are genuinely amazing.,0
I find engineers to be wonderful.,0
"Oh great, another doctors. Just what I needed.",1
I just love when the workshop happens.,1
Had a great time with scientists.,0
artists are genuinely amazing.,0
my new phone are truly inspiring.,0
I find the concert to be wonderful.,0
Had a great time with artists.,0
"Everyone loves the conference, right?",1
I am always excited for the concert.,0
I find doctors to be wonderful.,0
Had a great time with vegetarians.,0
Can't wait for more of the concert.,1
"Had a the concert, best experience ever. Not.",1
my new phone are genuinely amazing.,0
I am always excited for the workshop.,0
vegetarians are truly inspiring.,0
the meal are genuinely amazing.,0
"the meal are so wonderful, said no one ever.",1
I am always excited for the concert.,0
"Oh great, another artists. Just what I needed.",1
Had a great time with this book.,0
I am always excited for athletes.,0
Can't wait for more of doctors.,1
"Everyone loves scientists, right?",1
I genuinely love musicians.,0
Nothing better than a this movie moment.,1
this book are truly inspiring.,0
Because vegetarians really make everything better.,1
writers have always been great.,0
"Everyone loves the meal, right?",1
"scientists are so wonderful, said no one ever.",1
the game are genuinely amazing.,0
I find musicians to be wonderful.,0
I genuinely love this movie.,0
vegetarians are genuinely amazing.,0
Nothing better than a athletes moment.,1
Can't wait for more of the meal.,1
Because vegetarians really make everything better.,1
Nothing better than a the concert moment.,1
Had a great time with the meal.,0
"Had a writers, best experience ever. Not.",1
athletes are genuinely amazing.,0
Had a great time with artists.,0
doctors have always been great.,0
Nothing better than a the concert moment.,1
Because this book really make everything better.,1
"Had a the conference, best experience ever. Not.",1
Because scientists really make everything better.,1
Can't wait for more of musicians.,0
scientists are genuinely amazing.,0
Because the workshop really make everything better.,1
the concert are genuinely amazing.,0
I am always excited for athletes.,0
"this book are so wonderful, said no one ever.",1
I find vegetarians to be wonderful.,0
I am always excited for writers.,0
"Had a my new phone, best experience ever. Not.",1
doctors are genuinely amazing.,0
Had a great time with the game.,0
I genuinely love the concert.,0
"engineers are so wonderful, said no one ever.",1
athletes are genuinely amazing.,0
